x,y
115,0.010067114093959731
116,0.010067114093959731
117,0.010067114093959731
118,0.010067114093959731
119,0.010067114093959731
120,0.010067114093959731
121,0.010067114093959731
122,0.010067114093959731
123,0.010067114093959731
124,0.010067114093959731
125,0.010067114093959731
126,0.010067114093959731
127,0.010067114093959731
128,0.010067114093959731
129,0.010067114093959731
130,0.010067114093959731
131,0.010067114093959731
132,0.010067114093959731
133,0.010067114093959731
134,0.010067114093959731
135,0.010067114093959731
136,0.010067114093959731
137,0.010067114093959731
138,0.010067114093959731
139,0.010067114093959731
140,0.010067114093959731
141,0.010067114093959731
142,0.010067114093959731
143,0.010067114093959731
144,0.010067114093959731
145,0.010067114093959731
146,0.010067114093959731
147,0.010067114093959731
148,0.010067114093959731
149,0.010067114093959731
150,0.010067114093959731
151,0.010067114093959731
152,0.010067114093959731
153,0.010067114093959731
154,0.010067114093959731
155,0.010067114093959731
156,0.010067114093959731
157,0.010067114093959731
158,0.010067114093959731
159,0.010067114093959731
160,0.010067114093959731
161,0.010067114093959731
162,0.010067114093959731
163,0.010067114093959731
164,0.010067114093959731
165,0.010067114093959731
166,0.010067114093959731
167,0.010067114093959731
168,0.010067114093959731
169,0.010067114093959731
170,0.010067114093959731
171,0.010067114093959731
172,0.010067114093959731
173,0.010067114093959731
174,0.010067114093959731
175,0.010067114093959731
176,0.010067114093959731
177,0.010067114093959731
178,0.010067114093959731
179,0.010067114093959731
180,0.010067114093959731
181,0.010067114093959731
182,0.010067114093959731
183,0.010067114093959731
184,0.010067114093959731
185,0.010067114093959731
186,0.010067114093959731
187,0.010067114093959731
188,0.010067114093959731
189,0.010067114093959731
190,0.010067114093959731
191,0.010067114093959731
192,0.010067114093959731
193,0.010067114093959731
194,0.010067114093959731
195,0.010067114093959731
196,0.010067114093959731
197,0.010067114093959731
198,0.010067114093959731
199,0.010067114093959731
200,0.010067114093959731
201,0.010067114093959731
202,0.010067114093959731
203,0.010067114093959731
204,0.010067114093959731
205,0.010067114093959731
206,0.010067114093959731
207,0.010067114093959731
208,0.010067114093959731
209,0.010067114093959731
210,0.010067114093959731
211,0.010067114093959731
212,0.010067114093959731
213,0.010067114093959731
214,0.010067114093959731
215,0.010067114093959731
216,0.010067114093959731
217,0.010067114093959731
218,0.010067114093959731
219,0.010067114093959731
220,0.010067114093959731
221,0.010067114093959731
222,0.010067114093959731
223,0.010067114093959731
224,0.010067114093959731
225,0.010067114093959731
226,0.010067114093959731
227,0.010067114093959731
228,0.010067114093959731
229,0.010067114093959731
230,0.010067114093959731
231,0.010067114093959731
232,0.010067114093959731
233,0.010067114093959731
234,0.010067114093959731
235,0.010067114093959731
236,0.010067114093959731
237,0.010067114093959731
238,0.010067114093959731
239,0.010067114093959731
240,0.010067114093959731
241,0.010067114093959731
242,0.010067114093959731
243,0.010067114093959731
244,0.010067114093959731
245,0.010067114093959731
246,0.010067114093959731
247,0.010067114093959731
248,0.010067114093959731
249,0.010067114093959731
250,0.010067114093959731
251,0.010067114093959731
252,0.010067114093959731
253,0.010067114093959731
254,0.010067114093959731
255,0.010067114093959731
256,0.010067114093959731
257,0.010067114093959731
258,0.010067114093959731
259,0.010067114093959731
260,0.010067114093959731
261,0.010067114093959731
262,0.010067114093959731
263,0.010067114093959731
264,0.010067114093959731
265,0.010067114093959731
266,0.010067114093959731
267,0.010067114093959731
268,0.010067114093959731
269,0.010067114093959731
270,0.010067114093959731
271,0.010067114093959731
272,0.010067114093959731
273,0.010067114093959731
274,0.010067114093959731
275,0.010067114093959731
276,0.010067114093959731
277,0.010067114093959731
278,0.010067114093959731
279,0.010067114093959731
280,0.010067114093959731
281,0.010067114093959731
282,0.010067114093959731
283,0.010067114093959731
284,0.010067114093959731
285,0.010067114093959731
286,0.010067114093959731
287,0.010067114093959731
288,0.010067114093959731
289,0.010067114093959731
290,0.010067114093959731
291,0.003355704697986577
292,0.0
