qid,self_confidence,perceived_confidence,flipped
34.0,0.9999722707259225,2.7535687796947383e-05,1.0
34.0,0.9999722707259225,1.637331847006054e-07,0.0
35.0,1.0,1.522997974471263e-08,0.0
35.0,1.0,5.211412487888539e-10,0.0
36.0,0.9999987335551229,1.0677029917933763e-06,0.0
36.0,0.9999987335551229,7.734407154916583e-08,0.0
37.0,1.0,3.775134544279098e-11,0.0
37.0,1.0,1.0815941557285693e-11,0.0
38.0,1.0,2.172439935079017e-10,0.0
38.0,1.0,1.7482341282710566e-13,0.0
39.0,0.9992841291354968,0.0007096659373619701,1.0
39.0,0.9992841291354968,6.139813386092665e-06,1.0
40.0,1.0,7.433680672352188e-12,0.0
40.0,1.0,5.675685232632723e-14,0.0
41.0,0.9999989719621736,8.315279260963632e-07,0.0
41.0,0.9999989719621736,1.4449788680693535e-07,0.0
42.0,1.0,1.783247290814639e-11,0.0
42.0,1.0,9.545034922840628e-12,0.0
43.0,0.9574309003354199,0.02891191122896198,1.0
43.0,0.9574309003354199,0.013657016584292126,1.0
44.0,0.9999557020117429,2.7535241379236138e-05,0.0
44.0,0.9999557020117429,1.6700968119094697e-05,0.0
45.0,1.0,9.736200313009565e-10,0.0
45.0,1.0,9.056076989672867e-11,0.0
46.0,0.9999015874097997,9.61022116260119e-05,0.0
46.0,0.9999015874097997,2.2601073892209517e-06,0.0
47.0,0.9999545100305701,4.539785156619626e-05,0.0
47.0,0.9999545100305701,4.363262514065097e-09,0.0
48.0,0.9997964803243284,0.00020342704214340812,0.0
48.0,0.9997964803243284,2.6460335645904135e-09,0.0
49.0,0.9046502362990437,0.0953494369576698,1.0
49.0,0.9046502362990437,1.9019664452856595e-07,0.0
50.0,1.0,2.4616969518153846e-10,0.0
50.0,1.0,2.129785170955785e-12,0.0
51.0,1.0,4.139937718785167e-08,0.0
51.0,1.0,1.2501528663867426e-09,0.0
52.0,1.0,2.646573638909117e-09,0.0
52.0,1.0,5.211412487888539e-10,0.0
53.0,1.0,2.413362771833214e-12,0.0
53.0,1.0,1.2917800047859961e-12,0.0
54.0,0.998073226003552,0.0019267342527389902,1.0
54.0,0.998073226003552,4.934925159284903e-09,1.0
55.0,1.0,5.789356328730652e-12,0.0
55.0,1.0,0.0,0.0
56.0,1.0,3.331544542166412e-11,0.0
56.0,1.0,2.543665647376923e-13,0.0
57.0,0.999998137537802,1.7603429545652396e-06,1.0
57.0,0.999998137537802,1.0467381829779195e-08,0.0
58.0,0.999971913124405,2.7535687796947383e-05,1.0
58.0,0.999971913124405,4.4507294068738415e-07,0.0
59.0,1.0,4.058652126475693e-10,0.0
59.0,1.0,2.9400777392844726e-11,0.0
60.0,1.0,2.5946094982764667e-11,0.0
60.0,1.0,9.545034922840628e-12,0.0
61.0,1.0,1.3887943864964021e-11,0.0
61.0,1.0,0.0,0.0
62.0,0.9997386983078135,0.0002611902975925828,0.0
62.0,0.9997386983078135,6.689837763028917e-10,0.0
63.0,0.9998765647550606,0.0001233946226544279,1.0
63.0,0.9998765647550606,1.879295811396392e-12,1.0
64.0,1.0,7.433680672352188e-12,0.0
64.0,1.0,1.2015425731771786e-13,0.0
65.0,1.0,3.581747930283181e-10,0.0
65.0,1.0,9.056076989672867e-11,0.0
66.0,0.9999993295729128,6.47594599989589e-07,0.0
66.0,0.9999993295729128,2.061153622438558e-09,0.0
67.0,0.99999408462894,4.785090011545999e-06,1.0
67.0,0.99999408462894,1.0676979006009105e-06,1.0
68.0,0.999999091165777,8.315279260963632e-07,0.0
68.0,0.999999091165777,2.215948977336598e-08,0.0
69.0,1.0,4.363462252943702e-09,0.0
69.0,1.0,2.7894680928689246e-10,0.0
70.0,1.0,4.944450501938644e-09,0.0
70.0,1.0,1.917171513758312e-10,0.0
71.0,1.0,9.736200313009565e-10,0.0
71.0,1.0,8.423463754468647e-12,0.0
72.0,0.9999992103693378,5.715002286213223e-07,0.0
72.0,0.9999992103693378,8.764248219443636e-08,0.0
73.0,0.9999995679801056,3.059023205018258e-07,1.0
73.0,0.9999995679801056,1.8189616875530459e-09,0.0
74.0,0.9770214793243672,0.022977345500128123,0.0
74.0,0.9770214793243672,1.1820660447282621e-06,1.0
75.0,0.9988303399354621,0.0011695103074966034,1.0
75.0,0.9988303399354621,6.817614508742992e-08,0.0
76.0,0.8786229307112928,0.1189086725547313,1.0
76.0,0.8786229307112928,0.0024678713547003324,1.0
77.0,1.0,2.8453348089834e-08,1.0
77.0,1.0,4.363462252943702e-09,0.0
78.0,1.0,4.1937956583795446e-13,0.0
78.0,1.0,0.0,0.0
79.0,0.9820126273509668,0.017986185584564048,0.0
79.0,0.9820126273509668,1.1881046124721702e-06,0.0
80.0,1.0,9.545034922840628e-12,0.0
80.0,1.0,3.0988191387218256e-12,0.0
81.0,1.0,4.139937718785167e-08,1.0
81.0,1.0,2.020683909022217e-11,0.0
82.0,1.0,1.2256067444099483e-11,0.0
82.0,1.0,4.508755242294825e-12,0.0
83.0,0.9999998063873693,1.1253517471925912e-07,0.0
83.0,0.9999998063873693,4.944450501938644e-09,0.0
84.0,1.0,1.7257827987960214e-08,0.0
84.0,1.0,7.194133030325383e-09,0.0
85.0,0.9947797899743182,0.005220125868449866,1.0
85.0,0.9947797899743182,1.515047784372596e-08,0.0
86.0,0.9999995679801056,3.059023205018258e-07,0.0
86.0,0.9999995679801056,1.6052280551856116e-09,0.0
87.0,1.0,1.3887943864964021e-11,0.0
87.0,1.0,4.1937956583795446e-13,0.0
88.0,1.0,1.9555681087850496e-08,0.0
88.0,1.0,1.3176514270095466e-10,0.0
89.0,0.9997216604307056,0.00020341171647225248,0.0
89.0,0.9997216604307056,7.48309885835361e-05,0.0
90.0,1.0,1.493094676197164e-10,0.0
90.0,1.0,2.020683909022217e-11,0.0
91.0,0.9999869324773292,1.3007123989067183e-05,0.0
91.0,0.9999869324773292,2.3355618554761833e-09,0.0
92.0,1.0,1.2256067444099483e-11,0.0
92.0,1.0,1.006039279283317e-12,0.0
93.0,1.0,9.736200313009565e-10,0.0
93.0,1.0,1.0603575991523846e-13,0.0
94.0,1.0,2.172439935079017e-10,0.0
94.0,1.0,7.05287985111216e-11,0.0
95.0,0.9998199552783987,0.0001584327659159208,1.0
95.0,0.9998199552783987,2.14415432491911e-05,1.0
96.0,1.0,5.211412487888539e-10,0.0
96.0,1.0,4.5990553786523166e-10,0.0
97.0,1.0,4.139937718785167e-08,0.0
97.0,1.0,1.2501528663867426e-09,0.0
98.0,0.999307938446372,0.00043044441163590184,1.0
98.0,0.999307938446372,0.0002610777329591399,1.0
99.0,1.0,3.2241867372567335e-08,0.0
99.0,1.0,9.056076989672867e-11,0.0
100.0,1.0,2.129785170955785e-12,0.0
100.0,1.0,0.0,0.0
101.0,1.0,3.331544542166412e-11,0.0
101.0,1.0,2.289734845645553e-11,0.0
102.0,0.4530679979343476,0.39983110483726564,0.0
102.0,0.4530679979343476,0.14708965217771985,1.0
103.0,1.0,0.0,0.0
103.0,1.0,0.0,0.0
104.0,0.9998584481877064,9.609808745501366e-05,0.0
104.0,0.9998584481877064,4.539352229612935e-05,0.0
105.0,0.999971913124405,2.7535687796947383e-05,0.0
105.0,0.999971913124405,5.043337142418128e-07,0.0
106.0,1.0,2.510999155743982e-08,0.0
106.0,1.0,1.2501528663867426e-09,0.0
107.0,1.0,1.2256067444099483e-11,0.0
107.0,1.0,0.0,0.0
108.0,0.7772642158329707,0.2226899262639202,1.0
108.0,0.7772642158329707,4.5310350690605426e-05,1.0
109.0,0.5621764355519978,0.43782344823218705,1.0
109.0,0.5621764355519978,7.168823577488574e-08,1.0
110.0,1.0,0.0,0.0
110.0,1.0,0.0,0.0
111.0,1.0,1.493094676197164e-10,0.0
111.0,1.0,1.57371021068629e-11,0.0
112.0,1.0,2.061153622438558e-09,0.0
112.0,1.0,7.582560427911907e-10,0.0
113.0,0.999088951739003,0.0009110514045295695,0.0
113.0,0.999088951739003,1.41531783507515e-09,0.0
114.0,0.9992840100697188,0.0007096659373619701,0.0
114.0,0.9992840100697188,6.139813386092665e-06,1.0
115.0,0.9997375065853166,0.0002611900485022231,0.0
115.0,0.9997375065853166,1.209549888621402e-06,1.0
116.0,0.7187013392886444,0.26439544706667367,1.0
116.0,0.7187013392886444,0.016902235443763715,1.0
117.0,0.7310583823713148,0.2689413411553812,1.0
117.0,0.7310583823713148,1.741651263429113e-07,0.0
118.0,0.9999920581810099,7.88926463665814e-06,0.0
118.0,0.9999920581810099,3.5817206038193513e-10,0.0
119.0,0.9999998063873693,1.1253517471925912e-07,1.0
119.0,0.9999998063873693,1.493094676197164e-10,0.0
120.0,1.0,5.109089028063325e-12,0.0
120.0,1.0,3.442477108469977e-14,0.0
121.0,1.0,4.1937956583795446e-13,0.0
121.0,1.0,0.0,0.0
122.0,0.4918818058847158,0.4918818058847158,1.0
122.0,0.4918818058847158,0.014853540834742891,1.0
123.0,0.993265133363027,0.006692567235626877,1.0
123.0,0.993265133363027,3.9795459455841e-05,1.0
124.0,0.9999989719621736,8.315279260963632e-07,1.0
124.0,0.9999989719621736,1.1253496007565217e-07,0.0
125.0,1.0,3.2241867372567335e-08,0.0
125.0,1.0,1.917171513758312e-10,0.0
126.0,1.0,4.508755242294825e-12,0.0
126.0,1.0,0.0,0.0
127.0,0.9999998063873693,8.764248219443636e-08,0.0
127.0,0.9999998063873693,7.582560427911907e-10,0.0
128.0,0.8991688592016436,0.09477170545275888,1.0
128.0,0.8991688592016436,0.006058550988035651,1.0
129.0,1.0,9.237449661970594e-09,0.0
129.0,1.0,1.493094676197164e-10,0.0
130.0,0.9999995679801056,3.059023205018258e-07,0.0
130.0,0.9999995679801056,3.850741922767617e-09,0.0
131.0,0.999999091165777,8.315279260963632e-07,0.0
131.0,0.999999091165777,1.9555681087850496e-08,0.0
132.0,1.0,9.056076989672867e-11,0.0
132.0,1.0,2.9400777392844726e-11,0.0
133.0,1.0,4.5990553786523166e-10,0.0
133.0,1.0,1.6918979226151304e-10,0.0
134.0,0.7772480704983762,0.2226853071846512,1.0
134.0,0.7772480704983762,6.592478807656232e-05,0.0
135.0,0.9992755600420022,0.000709659846276511,1.0
135.0,0.9992755600420022,1.472852022502053e-05,0.0
136.0,1.0,1.5428112031918877e-13,0.0
136.0,1.0,0.0,0.0
137.0,0.9999998063873693,1.1253517471925912e-07,0.0
137.0,0.9999998063873693,9.237449661970594e-09,0.0
138.0,0.8175742724963551,0.1824254810736992,1.0
138.0,0.8175742724963551,1.7188964676715117e-07,0.0
139.0,0.9999784691634502,1.6701334450652484e-05,1.0
139.0,0.9999784691634502,4.785012434078284e-06,0.0
140.0,1.0,5.4927883509546835e-11,0.0
140.0,1.0,5.109089028063325e-12,0.0
141.0,0.952131248639039,0.047403819332939585,1.0
141.0,0.952131248639039,0.00046473080292100584,1.0
142.0,1.0,4.8473687062702556e-11,0.0
142.0,1.0,0.0,0.0
143.0,1.0,2.7346982915918745e-12,0.0
143.0,1.0,0.0,0.0
144.0,0.904630433897796,0.09534734553749749,1.0
144.0,0.904630433897796,2.1983281844859344e-05,0.0
145.0,0.998073226003552,0.0019267342527389902,1.0
145.0,0.998073226003552,5.3055445459771946e-08,0.0
146.0,1.0,5.384940217754036e-13,0.0
146.0,1.0,0.0,0.0
147.0,0.9933048877301626,0.006692835307233859,1.0
147.0,0.9933048877301626,2.245196120283386e-06,1.0
148.0,1.0,5.384940217754036e-13,0.0
148.0,1.0,8.25807328555592e-14,0.0
149.0,0.9237247412324764,0.0758239424181319,0.0
149.0,0.9237247412324764,0.00045086574993759515,0.0
150.0,1.0,5.905303998944039e-10,1.0
150.0,1.0,1.026187963170189e-10,0.0
151.0,0.9999992103693378,5.043471815847051e-07,0.0
151.0,0.9999992103693378,1.8553895931777327e-07,1.0
152.0,1.0,2.413362771833214e-12,0.0
152.0,1.0,0.0,0.0
153.0,0.999999091165777,8.315279260963632e-07,0.0
153.0,0.999999091165777,1.917171513758312e-10,0.0
154.0,1.0,1.026187963170189e-10,0.0
154.0,1.0,2.289734845645553e-11,0.0
155.0,0.999999448776502,5.043471815847051e-07,0.0
155.0,0.999999448776502,1.522997974471263e-08,0.0
156.0,1.0,1.783247290814639e-11,0.0
156.0,1.0,0.0,0.0
157.0,1.0,1.3176514270095466e-10,0.0
157.0,1.0,7.433680672352188e-12,0.0
158.0,1.0,3.5114221133765118e-12,0.0
158.0,1.0,1.7482341282710566e-13,0.0
159.0,1.0,1.6052280551856116e-09,0.0
159.0,1.0,1.2501528663867426e-09,1.0
160.0,1.0,1.0467401794744658e-08,0.0
160.0,1.0,2.646573638909117e-09,0.0
161.0,1.0,9.736200313009565e-10,0.0
161.0,1.0,7.05287985111216e-11,0.0
162.0,1.0,2.9400777392844726e-11,0.0
162.0,1.0,1.57371021068629e-11,0.0
163.0,1.0,3.97896253583724e-12,0.0
163.0,1.0,0.0,0.0
164.0,1.0,1.2917800047859961e-12,0.0
164.0,1.0,1.3615261080896538e-13,0.0
165.0,0.9999988527586979,1.0677029917933763e-06,1.0
165.0,0.9999988527586979,1.7832438895436006e-11,0.0
166.0,0.9820135437510639,0.01798620273753547,1.0
166.0,0.9820135437510639,1.6079262758737317e-07,1.0
167.0,0.9958720825370294,0.0040699011701234395,1.0
167.0,0.9958720825370294,5.805404995947212e-05,0.0
168.0,1.0,1.162823303022097e-10,0.0
168.0,1.0,1.8795288165390832e-12,0.0
169.0,1.0,3.775134544279098e-11,0.0
169.0,1.0,1.2917800047859961e-12,0.0
170.0,1.0,6.101936677605324e-13,0.0
170.0,1.0,0.0,0.0
171.0,0.9999784691634502,2.1444937927240387e-05,1.0
171.0,0.9999784691634502,5.905180102035178e-10,0.0
172.0,0.9974318049605663,0.0024723860492379506,1.0
172.0,0.9974318049605663,9.586485622531709e-05,1.0
173.0,1.0,3.398267819495071e-09,0.0
173.0,1.0,2.9400777392844726e-11,0.0
174.0,1.0,3.2241867372567335e-08,0.0
174.0,1.0,2.172439935079017e-10,0.0
175.0,1.0,2.4616969518153846e-10,0.0
175.0,1.0,0.0,0.0
176.0,1.0,4.1937956583795446e-13,0.0
176.0,1.0,0.0,0.0
177.0,1.0,6.560200168153779e-12,0.0
177.0,1.0,1.2917800047859961e-12,0.0
178.0,1.0,5.905303998944039e-10,0.0
178.0,1.0,4.5990553786523166e-10,0.0
179.0,1.0,1.026187963170189e-10,0.0
179.0,1.0,1.026187963170189e-10,0.0
180.0,1.0,2.8823507934443873e-13,0.0
180.0,1.0,0.0,0.0
181.0,0.999999448776502,5.043471815847051e-07,0.0
181.0,0.999999448776502,1.4166087866431961e-09,0.0
182.0,1.0,3.97896253583724e-12,0.0
182.0,1.0,2.2447770550209742e-13,0.0
183.0,1.0,8.423463754468647e-12,0.0
183.0,1.0,2.7346982915918745e-12,0.0
184.0,1.0,1.2501528663867426e-09,0.0
184.0,1.0,1.2256067444099483e-11,0.0
185.0,0.9995989627144546,0.00026115368385874396,1.0
185.0,0.9995989627144546,0.00013978549388522806,1.0
186.0,1.0,2.8453348089834e-08,0.0
186.0,1.0,5.211412487888539e-10,0.0
187.0,1.0,7.991959892953932e-11,0.0
187.0,1.0,7.05287985111216e-11,0.0
188.0,0.9914171514213075,0.00857743993989336,1.0
188.0,0.9914171514213075,5.37570805133134e-06,0.0
189.0,1.0,4.508755242294825e-12,0.0
189.0,1.0,2.2447770550209742e-13,0.0
190.0,0.9998675064303518,0.00012339344587721513,0.0
190.0,0.9998675064303518,8.938591238964522e-06,1.0
191.0,1.0,1.026187963170189e-10,0.0
191.0,1.0,2.543665647376923e-13,0.0
192.0,1.0,5.384940217754036e-13,0.0
192.0,1.0,2.6810038677818034e-14,0.0
193.0,1.0,3.1608814543136926e-10,1.0
193.0,1.0,7.287724095819692e-14,0.0
194.0,1.0,2.4616969518153846e-10,0.0
194.0,1.0,1.3887943864964021e-11,0.0
195.0,1.0,1.6586783589142312e-12,0.0
195.0,1.0,0.0,0.0
196.0,1.0,1.463778514125909e-12,0.0
196.0,1.0,0.0,0.0
197.0,1.0,1.783247290814639e-11,0.0
197.0,1.0,1.2917800047859961e-12,0.0
198.0,0.9999998063873693,9.931194312156244e-08,1.0
198.0,0.9999998063873693,4.691164021834418e-08,0.0
199.0,0.8175600796505322,0.18242230606677784,1.0
199.0,0.8175600796505322,1.7532902938671573e-05,1.0
200.0,1.0,4.139937718785167e-08,0.0
200.0,1.0,3.2241867372567335e-08,0.0
201.0,0.9859362040766612,0.014063626520379485,0.0
201.0,0.9859362040766612,1.1095246496143065e-07,0.0
202.0,1.0,1.1399918530443554e-12,0.0
202.0,1.0,1.5428112031918877e-13,0.0
203.0,0.9998372368478391,0.0001584354856179393,0.0
203.0,0.9998372368478391,4.222162677765214e-06,0.0
204.0,1.0,4.752193062771153e-13,0.0
204.0,1.0,0.0,0.0
205.0,1.0,3.97896253583724e-12,0.0
205.0,1.0,2.7346982915918745e-12,0.0
206.0,1.0,1.783247290814639e-11,0.0
206.0,1.0,2.543665647376923e-13,0.0
207.0,1.0,4.1937956583795446e-13,0.0
207.0,1.0,0.0,0.0
208.0,0.9999918197752665,7.889257112872668e-06,1.0
208.0,0.9999918197752665,1.8553754377325157e-07,0.0
209.0,0.9993510392504584,0.0005527255484586089,0.0
209.0,0.9993510392504584,9.604925240159911e-05,0.0
210.0,0.9999897933314713,1.0129987330277146e-05,0.0
210.0,0.9999897933314713,9.237361567205748e-09,0.0
211.0,0.6791786155281107,0.3208212708736474,1.0
211.0,0.6791786155281107,1.9324901531303826e-08,1.0
212.0,1.0,7.835041785064389e-13,0.0
212.0,1.0,0.0,0.0
213.0,1.0,3.0988191387218256e-12,0.0
213.0,1.0,0.0,0.0
214.0,1.0,1.2917800047859961e-12,0.0
214.0,1.0,3.701011678592672e-13,0.0
215.0,0.8519528238199198,0.14804720844715558,1.0
215.0,0.8519528238199198,0.0,1.0
216.0,0.9999415175046573,5.829127258796956e-05,0.0
216.0,0.9999415175046573,1.1252852095781125e-07,0.0
217.0,0.999999448776502,3.059020287707785e-07,1.0
217.0,0.999999448776502,1.4449788680693535e-07,0.0
218.0,1.0,7.582560427911907e-10,0.0
218.0,1.0,1.162823303022097e-10,0.0
219.0,1.0,6.34880011604368e-09,0.0
219.0,1.0,3.331544542166412e-11,0.0
220.0,1.0,8.423463754468647e-12,0.0
220.0,1.0,2.413362771833214e-12,0.0
221.0,1.0,1.917171513758312e-10,0.0
221.0,1.0,2.129785170955785e-12,0.0
222.0,0.9046502362990437,0.0953494369576698,0.0
222.0,0.9046502362990437,1.6784794967844277e-07,0.0
223.0,0.8175739435606587,0.18242541583327487,0.0
223.0,0.8175739435606587,5.999532458940552e-07,0.0
224.0,0.999999448776502,3.059020287707785e-07,0.0
224.0,0.999999448776502,1.8553895931777327e-07,0.0
225.0,1.0,9.056076989672867e-11,0.0
225.0,1.0,1.3887943864964021e-11,0.0
226.0,1.0,2.061153622438558e-09,0.0
226.0,1.0,7.582560427911907e-10,0.0
227.0,1.0,3.2661313427874473e-13,0.0
227.0,1.0,0.0,0.0
228.0,0.8807217263099358,0.11919271007391452,1.0
228.0,0.8807217263099358,8.464765039436482e-05,0.0
229.0,0.9999033752947384,9.610239492660866e-05,1.0
229.0,0.9999033752947384,4.4504238100304246e-07,0.0
230.0,0.9958720825370294,0.0040699011701234395,1.0
230.0,0.9958720825370294,5.805404995947212e-05,1.0
231.0,0.9932970166563506,0.006692784245147554,1.0
231.0,0.9932970166563506,1.0062194144297652e-05,1.0
232.0,1.0,8.152020714470167e-09,0.0
232.0,1.0,5.211412487888539e-10,0.0
233.0,1.0,4.752193062771153e-13,0.0
233.0,1.0,0.0,0.0
234.0,1.0,2.2447770550209742e-13,0.0
234.0,1.0,0.0,0.0
235.0,1.0,4.363462252943702e-09,1.0
235.0,1.0,5.4927883509546835e-11,0.0
236.0,1.0,2.2447770550209742e-13,0.0
236.0,1.0,0.0,0.0
237.0,1.0,4.8473687062702556e-11,0.0
237.0,1.0,1.8795288165390832e-12,0.0
238.0,1.0,5.602796437537268e-09,1.0
238.0,1.0,2.9400777392844726e-11,0.0
239.0,0.9999998063873693,1.4449802461092448e-07,0.0
239.0,0.9999998063873693,1.493094676197164e-10,0.0
240.0,0.9998996803452708,9.610202832576476e-05,1.0
240.0,0.9998996803452708,4.222428439623946e-06,0.0
241.0,0.9947796713873331,0.005220125868449866,1.0
241.0,0.9947796713873331,1.4374373157587464e-07,0.0
242.0,0.9036932343690879,0.0952485554994488,0.0
242.0,0.9036932343690879,0.001058115873315957,0.0
243.0,0.9736718237648929,0.017833421918821042,1.0
243.0,0.9736718237648929,0.008423912035369548,1.0
244.0,1.0,4.944450501938644e-09,0.0
244.0,1.0,4.363462252943702e-09,0.0
245.0,0.9241406556544861,0.07585808105656687,1.0
245.0,0.9241406556544861,1.1180876353549223e-06,0.0
246.0,1.0,3.1608814543136926e-10,0.0
246.0,1.0,5.384940217754036e-13,0.0
247.0,1.0,2.289734845645553e-11,0.0
247.0,1.0,0.0,0.0
248.0,0.9999984951481292,1.370956471489639e-06,0.0
248.0,0.9999984951481292,4.847359460656998e-11,0.0
249.0,1.0,1.2015425731771786e-13,0.0
249.0,1.0,0.0,0.0
250.0,0.9999996871837232,1.8553913626159784e-07,0.0
250.0,0.9999996871837232,1.186112015134383e-08,0.0
251.0,0.9999976607241555,2.2603250957489616e-06,1.0
251.0,0.9999976607241555,5.905292735481273e-10,0.0
252.0,1.0,3.331544542166412e-11,0.0
252.0,1.0,1.2256067444099483e-11,0.0
253.0,0.9999998063873693,1.1253517471925912e-07,1.0
253.0,0.9999998063873693,3.398267819495071e-09,0.0
254.0,0.9999975415208362,1.5534957233607605e-06,0.0
254.0,0.9999975415208362,8.315263400842229e-07,0.0
255.0,1.0,5.905303998944039e-10,0.0
255.0,1.0,3.331544542166412e-11,0.0
256.0,0.9999908661546805,4.7850717579110314e-06,0.0
256.0,0.9999908661546805,4.222811005001511e-06,0.0
257.0,1.0,5.789356328730652e-12,0.0
257.0,1.0,1.2015425731771786e-13,0.0
258.0,1.0,2.8823507934443873e-13,0.0
258.0,1.0,1.9810087980489796e-13,0.0
259.0,0.998073226003552,0.0019267342527389902,0.0
259.0,0.998073226003552,0.0,0.0
260.0,0.9998871652931819,9.61008368826802e-05,1.0
260.0,0.9998871652931819,1.669982139399132e-05,0.0
261.0,0.999924591719076,7.484619074298232e-05,0.0
261.0,0.999924591719076,5.043096663096561e-07,0.0
262.0,0.8807937525399026,0.11920248618306951,1.0
262.0,0.8807937525399026,3.7194596925547393e-06,0.0
263.0,0.9999723899264568,2.7535687796947383e-05,0.0
263.0,0.9999723899264568,8.591937186635822e-10,0.0
264.0,0.9999416367033446,5.829127258796956e-05,1.0
264.0,0.9999416367033446,7.052462842117712e-11,0.0
265.0,0.9933071269064123,0.006692851264215723,1.0
265.0,0.9933071269064123,2.6288593960658196e-09,1.0
266.0,1.0,4.363462252943702e-09,1.0
266.0,1.0,9.736200313009565e-10,0.0
267.0,0.9999984951481292,1.370956471489639e-06,0.0
267.0,0.9999984951481292,2.0611496911037635e-09,0.0
268.0,0.9999996871837232,2.382369667501818e-07,0.0
268.0,0.9999996871837232,1.2501528663867426e-09,0.0
269.0,1.0,3.5114221133765118e-12,0.0
269.0,1.0,1.8795288165390832e-12,0.0
270.0,0.9999995679801056,3.927863545481039e-07,0.0
270.0,0.9999995679801056,6.691586091292782e-10,0.0
271.0,1.0,2.289734845645553e-11,0.0
271.0,1.0,3.701011678592672e-13,0.0
272.0,0.8140795230846968,0.18164570247964126,1.0
272.0,0.8140795230846968,0.004271897976002339,0.0
273.0,1.0,1.8189616875530459e-09,0.0
273.0,1.0,2.7346982915918745e-12,0.0
274.0,0.8518912294875896,0.14803649613299086,1.0
274.0,0.8518912294875896,7.225590963038525e-05,0.0
275.0,1.0,2.172439935079017e-10,0.0
275.0,1.0,1.0815941557285693e-11,0.0
276.0,1.0,8.592166619174109e-10,0.0
276.0,1.0,3.97896253583724e-12,0.0
277.0,1.0,2.9989608248573072e-09,0.0
277.0,1.0,2.020683909022217e-11,0.0
278.0,0.999893601583626,9.610138677765298e-05,1.0
278.0,0.999893601583626,1.0129011645684426e-05,0.0
279.0,0.9999998063873693,1.2751905914873347e-07,0.0
